ID,X1,X2,X3,X4,X5,Y
3757,06,10,27,20,11,37
3758,07,09,26,20,13,37
3759,08,09,23,19,11,37
3760,08,10,27,22,13,37
3761,09,10,27,20,14,37
3762,06,09,24,19,15,37
3763,06,08,25,22,12,37
3764,06,08,26,20,12,37
3765,09,10,26,18,15,37
3766,08,10,23,21,15,37
3767,08,09,27,19,15,37
3768,07,08,25,19,14,37
3769,09,11,27,18,11,37
3770,07,08,23,22,14,37
3771,07,08,27,20,12,37
3772,07,08,25,19,12,37
3773,09,09,26,22,14,37
3774,07,08,26,21,14,37
3775,08,10,24,20,12,37
3776,07,10,27,21,11,37
3777,07,10,25,21,15,37
3778,08,10,27,18,14,37
3779,06,10,23,21,13,37
3780,08,11,26,21,11,37
3781,06,08,25,21,12,37
3782,09,10,24,21,13,37
3783,07,09,26,18,15,37
3784,09,09,26,21,11,37
3785,09,11,27,22,14,37
3786,06,09,25,22,13,37
3787,06,10,23,22,15,37
3788,08,10,26,20,11,37
3789,06,10,25,19,13,37
3790,07,10,23,22,13,37
3791,09,09,24,18,14,37
3792,07,09,26,18,13,37
3793,07,09,23,18,13,37
3794,09,10,25,22,13,37
3795,08,10,24,19,13,37
3796,06,09,26,22,13,37
3797,09,08,23,18,11,37
3798,09,10,23,20,13,37
3799,08,08,24,19,13,37
3800,08,09,23,21,12,37
3801,08,14,27,13,11,38
3802,08,15,23,12,14,38
3803,08,15,23,12,14,38
3804,10,15,22,11,12,38
3805,10,15,22,11,12,38
3806,10,14,24,11,13,38
3807,10,14,24,11,13,38
3808,09,15,26,12,14,38
3809,09,15,26,12,14,38
3810,10,13,22,11,13,38
3811,10,13,22,11,13,38
3812,10,13,24,10,10,38
3813,10,13,24,10,10,38
3814,08,13,22,12,15,38
3815,08,13,22,12,15,38
3816,08,14,24,12,12,38
3817,08,14,24,12,12,38
3818,08,14,26,12,14,38
3819,08,14,26,12,14,38
3820,07,13,25,09,11,38
3821,07,13,25,09,11,38
3822,04,19,23,13,13,38
3823,04,19,23,13,13,38
3824,08,18,25,13,12,38
3825,08,18,25,13,12,38
3826,08,18,25,13,13,38
3827,08,18,25,13,13,38
3828,08,18,27,14,12,38
3829,08,18,27,14,12,38
3830,09,19,25,13,12,38
3831,09,18,27,14,11,38
3832,09,18,27,14,11,38
3833,08,17,28,15,14,38
3834,08,17,28,15,14,38
3835,08,18,24,14,20,38
3836,08,18,24,14,20,38
3837,07,12,30,15,19,38
3838,07,12,30,15,19,38
3839,07,12,22,13,20,38
3840,07,12,22,13,20,38
3841,08,11,20,13,19,38
3842,08,11,20,13,19,38
3843,04,11,29,23,13,38
3844,04,11,29,23,13,38
3845,03,12,32,23,14,38
3846,03,12,32,23,14,38
3847,04,12,30,22,13,38
3848,04,12,30,22,13,38
3849,06,10,31,22,12,38
3850,06,10,31,22,12,38
3851,03,10,26,19,13,38
3852,03,10,26,19,13,38
3853,03,10,24,18,12,38
3854,03,10,24,18,12,38
3855,03,10,23,19,14,38
3856,03,10,23,19,14,38
3857,07,11,23,19,15,38
3858,07,11,23,19,15,38
3859,03,11,24,19,12,38
3860,03,11,24,19,12,38
3861,03,11,24,17,15,38
3862,03,11,24,17,15,38
3863,03,11,22,17,16,38
3864,03,11,22,17,16,38
3865,04,12,23,18,15,38
3866,04,12,23,18,15,38
3867,03,12,23,18,15,38
3868,03,12,23,18,15,38
3869,04,13,20,18,14,38
3870,04,13,20,18,14,38
3871,03,12,21,18,15,38
3872,03,11,27,17,13,38
3873,04,11,25,15,13,38
3874,04,11,21,18,12,38
3875,05,13,22,18,16,38
3876,05,09,22,15,15,38
3877,04,09,23,16,15,38
3878,07,14,24,19,17,38
3879,05,12,21,18,17,38
3880,04,14,26,13,16,38
3881,06,14,26,15,15,38
3882,03,10,24,18,14,38
3883,06,11,21,19,12,38
3884,06,09,22,19,15,38
3885,03,10,27,13,17,38
3886,08,12,26,19,14,38
3887,08,14,21,18,13,38
3888,03,13,23,15,12,38
3889,08,10,24,19,12,38
3890,05,12,27,15,15,38
3891,06,11,22,16,13,38
3892,05,11,26,16,15,38
3893,03,12,23,13,12,38
3894,08,12,24,19,14,38
3895,06,11,21,18,16,38
3896,03,14,23,18,14,38
3897,05,12,26,13,13,38
3898,06,13,24,13,17,38
3899,07,10,26,16,17,38
3900,03,13,25,16,15,38
3901,07,14,21,15,11,39
3902,07,14,21,15,11,39
3903,07,15,21,15,12,39
3904,07,15,21,15,12,39
3905,07,15,20,17,13,39
3906,07,15,20,17,13,39
3907,08,12,20,20,10,39
3908,08,12,20,20,10,39
3909,09,15,21,19,13,39
3910,09,15,21,19,13,39
3911,08,16,19,19,13,39
3912,08,16,19,19,13,39
3913,06,15,22,17,13,39
3914,06,15,22,17,13,39
3915,07,12,20,19,13,39
3916,07,12,20,19,13,39
3917,07,11,23,20,14,39
3918,07,11,23,20,14,39
3919,08,11,24,14,12,39
3920,08,11,24,14,12,39
3921,07,12,26,17,12,39
3922,07,12,26,17,12,39
3923,07,11,26,20,13,39
3924,07,11,26,20,13,39
3925,06,10,27,19,13,39
3926,06,10,27,19,13,39
3927,07,10,28,20,13,39
3928,07,10,28,20,13,39
3929,07,12,26,18,13,39
3930,07,12,26,18,13,39
3931,08,14,26,18,13,39
3932,08,14,26,18,13,39
3933,10,19,26,12,13,39
3934,10,19,26,12,13,39
3935,12,20,27,11,11,39
3936,12,20,27,11,11,39
3937,10,18,29,09,10,39
3938,10,18,29,09,10,39
3939,10,18,30,10,11,39
3940,10,18,30,10,11,39
3941,11,19,29,11,10,39
3942,11,19,29,11,10,39
3943,10,20,30,10,10,39
3944,10,20,30,10,10,39
3945,09,19,29,10,08,39
3946,09,19,29,10,08,39
3947,09,18,30,10,10,39
3948,09,18,30,10,10,39
3949,09,20,29,09,12,39
3950,09,20,29,09,12,39
3951,09,19,28,09,11,39
3952,09,19,28,09,11,39
3953,10,12,28,08,11,39
3954,10,12,28,08,11,39
3955,10,11,25,08,13,39
3956,10,11,25,08,13,39
3957,08,12,26,09,11,39
3958,08,12,26,09,11,39
3959,09,19,25,09,11,39
3960,09,19,25,09,11,39
3961,09,20,24,09,11,39
3962,09,20,24,09,11,39
3963,08,19,25,09,13,39
3964,08,19,25,09,13,39
3965,10,19,23,09,12,39
3966,10,19,23,09,12,39
3967,09,19,26,11,11,39
3968,09,19,26,11,11,39
3969,08,19,27,09,10,39
3970,08,19,27,09,10,39
3971,09,12,18,14,12,39
3972,09,12,18,14,12,39
3973,09,11,19,13,12,39
3974,09,11,19,13,12,39
3975,09,11,20,13,12,39
3976,09,11,20,13,12,39
3977,09,13,20,12,14,39
3978,09,13,20,12,14,39
3979,09,16,21,12,10,39
3980,09,16,21,12,10,39
3981,08,16,22,09,11,39
3982,08,16,22,09,11,39
3983,07,14,22,11,11,39
3984,09,14,26,15,11,39
3985,09,12,26,12,13,39
3986,07,09,24,14,13,39
3987,09,11,26,10,12,39
3988,09,14,25,15,10,39
3989,10,10,23,12,10,39
3990,10,09,26,14,12,39
3991,07,13,27,13,13,39
3992,09,13,26,11,10,39
3993,10,12,21,15,09,39
3994,08,11,20,12,10,39
3995,07,14,23,14,12,39
3996,08,13,24,12,09,39
3997,10,13,27,16,10,39
3998,10,10,27,13,13,39
3999,10,09,23,13,09,39
4000,06,10,21,10,09,39
4001,09,17,23,12,15,40
4002,09,17,23,12,15,40
4003,10,18,23,13,12,40
4004,10,18,23,13,12,40
4005,09,20,21,13,15,40
4006,09,20,21,13,15,40
4007,09,22,19,13,14,40
4008,09,22,19,13,14,40
4009,10,21,20,14,14,40
4010,10,21,20,14,14,40
4011,10,14,18,13,12,40
4012,10,14,18,13,12,40
4013,10,20,18,12,14,40
4014,10,20,18,12,14,40
4015,09,19,19,10,14,40
4016,09,19,19,10,14,40
4017,07,20,24,10,18,40
4018,10,19,21,12,11,40
4019,10,19,21,12,11,40
4020,07,13,19,09,13,40
4021,07,13,19,09,13,40
4022,05,14,20,10,14,40
4023,05,14,20,10,14,40
4024,06,14,20,10,13,40
4025,06,14,20,10,13,40
4026,05,14,20,10,14,40
4027,05,14,20,10,14,40
4028,06,15,20,09,13,40
4029,06,15,20,09,13,40
4030,05,13,20,07,13,40
4031,06,14,21,10,14,40
4032,06,14,21,10,14,40
4033,06,13,22,09,14,40
4034,06,13,22,09,14,40
4035,05,13,21,10,13,40
4036,05,13,21,10,13,40
4037,06,10,21,08,13,40
4038,06,10,21,08,13,40
4039,05,13,22,08,15,40
4040,09,17,21,09,13,40
4041,07,16,20,09,10,40
4042,07,14,20,11,12,40
4043,07,14,20,11,12,40
4044,07,15,21,09,12,40
4045,07,15,21,09,12,40
4046,07,16,20,09,11,40
4047,07,15,19,08,12,40
4048,07,15,19,08,12,40
4049,06,15,20,12,11,40
4050,06,15,20,12,11,40
4051,05,15,19,09,11,40
4052,05,15,19,09,11,40
4053,04,16,27,10,12,40
4054,05,17,20,08,13,40
4055,05,17,20,08,13,40
4056,04,14,20,11,13,40
4057,04,14,20,11,13,40
4058,06,17,19,11,12,40
4059,06,17,19,11,12,40
4060,07,18,21,10,14,40
4061,08,13,28,18,16,40
4062,08,13,28,18,16,40
4063,08,18,28,19,12,40
4064,08,18,28,19,12,40
4065,07,16,27,17,20,40
4066,07,16,27,17,20,40
4067,08,14,28,17,20,40
4068,08,14,28,17,20,40
4069,06,13,28,18,20,40
4070,06,13,28,18,20,40
4071,09,14,28,16,21,40
4072,09,14,28,16,21,40
4073,08,14,27,16,21,40
4074,08,14,27,16,21,40
4075,08,15,27,16,20,40
4076,08,15,27,16,20,40
4077,09,15,28,16,21,40
4078,09,15,28,16,21,40
4079,07,15,27,18,21,40
4080,07,15,27,18,21,40
4081,09,16,25,16,20,40
4082,09,16,25,16,20,40
4083,08,15,25,15,20,40
4084,08,15,25,15,20,40
4085,09,17,24,14,21,40
4086,09,17,24,14,21,40
4087,06,13,21,11,15,40
4088,07,12,22,13,10,40
4089,05,16,19,09,11,40
4090,06,13,23,11,16,40
4091,08,12,20,07,14,40
4092,05,12,19,10,14,40
4093,09,15,19,14,12,40
4094,07,16,20,12,15,40
4095,05,13,24,09,16,40
4096,05,15,24,13,10,40
4097,06,15,20,07,18,40
4098,06,13,20,13,11,40
4099,09,16,24,10,12,40
4100,07,12,20,10,16,40
4101,07,19,21,10,17,41
4102,06,18,21,08,16,41
4103,06,18,21,08,16,41
4104,05,19,24,09,16,41
4105,05,19,24,09,16,41
4106,07,19,23,09,16,41
4107,07,19,23,09,16,41
4108,05,20,24,09,14,41
4109,05,20,24,09,14,41
4110,05,19,25,09,15,41
4111,05,19,25,09,15,41
4112,05,18,25,07,14,41
4113,05,18,25,07,14,41
4114,04,18,25,09,14,41
4115,04,18,25,09,14,41
4116,05,17,24,08,14,41
4117,05,17,24,08,14,41
4118,05,16,26,09,14,41
4119,05,16,26,09,14,41
4120,06,17,25,07,14,41
4121,06,17,25,07,14,41
4122,06,18,24,10,16,41
4123,06,18,24,10,16,41
4124,05,19,24,10,15,41
4125,05,19,24,10,15,41
4126,05,20,25,09,15,41
4127,05,20,25,09,15,41
4128,06,18,25,09,16,41
4129,06,18,25,09,16,41
4130,05,17,26,09,14,41
4131,18,15,24,13,13,41
4132,15,15,26,09,16,41
4133,15,15,26,09,16,41
4134,18,17,24,12,14,41
4135,18,17,24,12,14,41
4136,18,15,25,12,15,41
4137,18,15,25,12,15,41
4138,16,16,25,12,14,41
4139,16,16,25,12,14,41
4140,14,14,24,12,12,41
4141,14,14,24,12,12,41
4142,15,16,24,12,14,41
4143,15,16,24,12,14,41
4144,18,13,27,12,13,41
4145,18,13,27,12,13,41
4146,05,18,21,18,15,41
4147,04,18,22,18,16,41
4148,04,18,22,18,16,41
4149,04,18,20,18,15,41
4150,04,18,20,18,15,41
4151,04,18,19,15,14,41
4152,04,18,19,15,14,41
4153,05,16,21,17,16,41
4154,05,16,21,17,16,41
4155,05,16,20,17,14,41
4156,05,16,20,17,14,41
4157,05,17,20,17,15,41
4158,05,17,20,17,15,41
4159,05,17,21,18,15,41
4160,06,16,24,11,13,41
4161,08,18,22,13,15,41
4162,09,16,22,14,13,41
4163,09,15,24,12,14,41
4164,08,12,24,08,16,41
4165,06,18,22,10,13,41
4166,05,18,24,14,16,41
4167,07,17,25,11,16,41
4168,05,18,24,07,15,41
4169,05,13,24,09,16,41
4170,07,14,19,10,13,41
4171,09,12,22,12,15,41
4172,09,18,21,12,16,41
4173,07,16,24,14,14,41
4174,06,15,22,07,14,41
4175,07,16,19,08,16,41
4176,10,13,23,14,16,41
4177,09,12,25,10,14,41
4178,09,16,19,07,13,41
4179,10,16,22,14,15,41
4180,05,17,24,13,13,41
4181,05,18,20,09,15,41
4182,10,18,23,14,14,41
4183,05,12,23,13,16,41
4184,07,14,20,14,15,41
4185,10,16,21,07,14,41
4186,05,15,24,09,16,41
4187,09,13,24,12,13,41
4188,08,12,22,12,15,41
4189,10,17,23,08,15,41
4190,05,14,25,12,14,41
4191,08,12,19,11,16,41
4192,08,18,24,13,15,41
4193,06,12,22,11,16,41
4194,07,12,21,11,15,41
4195,10,18,20,14,16,41
4196,05,16,23,08,16,41
4197,06,13,19,12,14,41
4198,08,16,22,14,14,41
4199,05,12,24,11,16,41
4200,08,17,19,08,13,41
4201,27,13,25,09,19,42
4202,27,13,25,09,19,42
4203,26,13,26,09,19,42
4204,26,13,26,09,19,42
4205,26,14,33,09,17,42
4206,26,14,33,09,17,42
4207,27,14,23,09,18,42
4208,27,14,23,09,18,42
4209,28,14,27,09,17,42
4210,28,14,27,09,17,42
4211,25,14,27,09,17,42
4212,25,14,27,09,17,42
4213,27,11,27,10,16,42
4214,27,11,27,10,16,42
4215,27,14,27,12,17,42
4216,27,14,27,12,17,42
4217,27,14,24,09,19,42
4218,27,14,24,09,19,42
4219,27,14,25,09,19,42
4220,27,14,25,09,19,42
4221,17,18,22,15,13,42
4222,18,18,20,14,12,42
4223,18,18,20,14,12,42
4224,16,18,20,17,14,42
4225,16,18,20,17,14,42
4226,16,18,19,15,12,42
4227,16,17,19,13,11,42
4228,16,17,19,13,11,42
4229,18,16,22,13,11,42
4230,18,16,22,13,11,42
4231,15,16,21,13,11,42
4232,15,16,21,13,11,42
4233,17,15,23,13,12,42
4234,17,15,23,13,12,42
4235,17,15,23,13,12,42
4236,17,15,23,13,12,42
4237,17,15,22,12,13,42
4238,17,15,22,12,13,42
4239,16,16,22,14,13,42
4240,16,16,22,14,13,42
4241,18,15,22,13,16,42
4242,18,15,22,13,16,42
4243,16,16,21,13,14,42
4244,16,16,21,13,14,42
4245,16,15,21,13,13,42
4246,16,15,21,13,13,42
4247,24,17,21,14,13,42
4248,26,18,22,15,13,42
4249,22,17,22,14,14,42
4250,24,17,24,14,14,42
4251,28,17,20,12,13,42
4252,28,17,20,12,13,42
4253,25,20,23,11,13,42
4254,25,20,23,11,13,42
4255,27,21,21,14,13,42
4256,27,21,21,14,13,42
4257,22,20,20,13,13,42
4258,22,20,20,14,13,42
4259,14,16,22,12,19,42
4260,14,16,22,12,19,42
4261,15,17,22,12,19,42
4262,15,17,22,12,19,42
4263,14,17,20,12,16,42
4264,14,17,20,12,16,42
4265,15,16,22,08,16,42
4266,15,16,22,08,16,42
4267,13,12,21,16,16,42
4268,13,12,21,16,16,42
4269,14,15,19,18,15,42
4270,14,15,19,18,15,42
4271,09,19,20,10,17,42
4272,09,19,20,10,17,42
4273,17,16,20,08,17,42
4274,19,16,21,09,17,42
4275,19,16,21,09,17,42
4276,22,16,22,10,18,42
4277,22,16,22,10,18,42
4278,18,16,21,09,18,42
4279,18,16,21,09,18,42
4280,20,16,21,12,16,42
4281,20,16,21,12,16,42
4282,17,13,21,14,13,42
4283,17,17,19,08,18,42
4284,18,11,24,08,14,42
4285,17,11,22,12,11,42
4286,22,11,19,15,18,42
4287,19,17,21,13,18,42
4288,18,14,23,09,12,42
4289,16,12,24,08,15,42
4290,16,13,24,10,17,42
4291,22,17,23,08,15,42
4292,21,13,19,09,13,42
4293,14,12,21,08,13,42
4294,21,15,19,10,12,42
4295,17,13,24,14,11,42
4296,16,16,20,08,12,42
4297,20,17,21,15,14,42
4298,17,11,21,09,12,42
4299,14,11,20,11,15,42
4300,14,15,22,14,14,42
4301,19,19,22,13,17,43
4302,17,18,22,10,17,43
4303,17,18,22,10,17,43
4304,23,18,18,11,19,43
4305,23,18,18,11,19,43
4306,25,18,18,10,16,43
4307,25,18,18,10,16,43
4308,25,17,18,11,18,43
4309,25,17,18,11,18,43
4310,25,17,18,10,17,43
4311,25,17,18,10,17,43
4312,25,17,19,11,17,43
4313,25,17,19,11,17,43
4314,27,17,19,11,18,43
4315,27,17,19,11,18,43
4316,25,17,17,10,18,43
4317,25,17,17,10,18,43
4318,24,17,18,11,18,43
4319,24,17,18,11,18,43
4320,26,18,18,10,17,43
4321,26,18,18,10,17,43
4322,25,18,17,10,18,43
4323,25,18,17,10,18,43
4324,21,18,20,10,16,43
4325,21,18,20,10,16,43
4326,21,18,18,10,18,43
4327,24,18,18,08,18,43
4328,24,18,18,08,18,43
4329,24,18,19,10,18,43
4330,17,14,24,12,10,43
4331,17,14,24,12,10,43
4332,18,15,23,11,09,43
4333,18,15,23,11,09,43
4334,15,14,24,13,10,43
4335,15,14,24,13,10,43
4336,15,15,24,12,12,43
4337,15,15,24,12,12,43
4338,15,14,24,12,10,43
4339,15,14,24,12,10,43
4340,15,14,22,12,11,43
4341,15,14,22,12,11,43
4342,15,15,24,13,10,43
4343,15,15,24,13,10,43
4344,16,14,23,11,13,43
4345,16,14,23,11,13,43
4346,18,16,24,11,09,43
4347,15,16,22,11,10,43
4348,15,16,22,11,10,43
4349,16,15,20,12,09,43
4350,16,15,20,12,09,43
4351,16,15,22,12,14,43
4352,16,15,22,12,14,43
4353,16,15,20,12,11,43
4354,16,15,20,12,11,43
4355,15,15,21,12,10,43
4356,15,15,21,12,10,43
4357,16,16,20,10,11,43
4358,16,16,20,10,11,43
4359,14,15,20,10,09,43
4360,14,15,20,10,09,43
4361,16,14,21,20,12,43
4362,17,14,20,17,10,43
4363,17,14,20,17,10,43
4364,17,16,20,17,11,43
4365,17,16,20,17,11,43
4366,14,15,21,18,11,43
4367,14,15,21,18,11,43
4368,16,15,22,17,11,43
4369,16,15,22,17,11,43
4370,16,15,20,16,12,43
4371,16,15,20,16,12,43
4372,14,14,18,09,12,43
4373,16,13,19,09,11,43
4374,14,15,21,09,15,43
4375,15,16,20,12,13,43
4376,15,13,22,11,13,43
4377,16,13,21,13,11,43
4378,20,16,21,13,13,43
4379,15,13,19,12,11,43
4380,15,14,22,09,11,43
4381,17,13,21,10,12,43
4382,16,13,22,13,10,43
4383,19,15,19,09,11,43
4384,19,15,19,09,14,43
4385,20,14,20,13,14,43
4386,19,16,22,09,10,43
4387,20,13,19,10,13,43
4388,16,14,21,09,10,43
4389,14,16,22,09,15,43
4390,19,15,19,10,14,43
4391,17,16,20,13,12,43
4392,17,13,22,10,14,43
4393,16,14,19,10,13,43
4394,19,13,18,12,14,43
4395,20,14,22,13,13,43
4396,14,13,18,12,13,43
4397,14,14,20,09,10,43
4398,16,13,21,12,13,43
4399,16,15,20,09,10,43
4400,20,13,20,10,10,43
4401,26,10,19,15,18,44
4402,30,09,20,14,19,44
4403,30,09,20,14,19,44
4404,26,09,25,15,17,44
4405,26,09,25,15,17,44
4406,26,10,22,12,19,44
4407,26,10,22,12,19,44
4408,25,10,20,13,17,44
4409,25,10,20,13,17,44
4410,27,08,20,10,17,44
4411,27,08,20,10,17,44
4412,26,08,20,14,17,44
4413,26,08,20,14,17,44
4414,27,08,19,11,17,44
4415,27,08,19,11,17,44
4416,26,10,22,15,17,44
4417,26,10,22,15,17,44
4418,26,09,23,13,18,44
4419,26,09,23,13,18,44
4420,27,10,23,15,17,44
4421,27,10,23,15,17,44
4422,25,10,21,14,17,44
4423,25,10,21,14,17,44
4424,25,10,23,14,16,44
4425,25,10,23,14,16,44
4426,24,10,25,13,15,44
4427,24,10,25,13,15,44
4428,22,09,24,14,15,44
4429,22,09,24,14,15,44
4430,22,09,27,13,15,44
4431,22,09,27,13,15,44
4432,23,10,27,13,15,44
4433,23,10,27,13,15,44
4434,27,09,27,13,14,44
4435,17,11,16,09,15,44
4436,17,11,16,09,15,44
4437,19,13,26,12,19,44
4438,19,13,26,12,19,44
4439,15,12,29,07,16,44
4440,15,12,29,07,16,44
4441,17,10,32,06,16,44
4442,17,10,32,06,16,44
4443,19,10,33,07,16,44
4444,19,10,33,07,16,44
4445,16,09,30,08,14,44
4446,16,09,30,08,14,44
4447,14,10,30,08,15,44
4448,14,10,30,08,15,44
4449,14,10,31,09,15,44
4450,14,11,28,08,16,44
4451,14,11,28,08,16,44
4452,15,11,28,08,16,44
4453,15,11,28,08,16,44
4454,13,10,26,07,15,44
4455,13,10,26,07,15,44
4456,14,11,27,08,16,44
4457,14,11,27,08,16,44
4458,14,10,28,08,16,44
4459,14,10,28,08,16,44
4460,20,14,28,17,15,44
4461,20,14,28,17,15,44
4462,20,14,31,15,14,44
4463,20,14,31,15,14,44
4464,19,12,30,14,15,44
4465,19,12,30,14,15,44
4466,20,13,32,13,15,44
4467,20,13,32,13,15,44
4468,21,12,27,16,19,44
4469,21,12,27,16,19,44
4470,18,12,15,14,13,44
4471,17,14,16,16,12,44
4472,17,14,16,16,12,44
4473,17,10,16,15,14,44
4474,17,10,16,15,14,44
4475,15,16,16,15,12,44
4476,15,16,16,15,12,44
4477,13,15,17,15,13,44
4478,13,15,17,15,13,44
4479,16,17,17,15,12,44
4480,16,17,17,15,12,44
4481,30,12,24,14,12,44
4482,30,12,24,14,12,44
4483,30,11,26,14,12,44
4484,30,11,26,14,12,44
4485,27,13,26,15,12,44
4486,27,13,26,15,12,44
4487,16,09,30,08,14,44
4488,14,10,30,08,15,44
4489,14,10,30,08,15,44
4490,14,10,31,09,15,44
4491,14,11,28,08,16,44
4492,14,11,28,08,16,44
4493,15,11,28,08,16,44
4494,15,11,28,08,16,44
4495,13,10,26,07,15,44
4496,13,10,26,07,15,44
4497,14,11,27,08,16,44
4498,14,11,27,08,16,44
4499,14,10,28,08,16,44
4500,14,10,28,08,16,44
4501,23,11,16,13,22,45
4502,23,11,16,13,22,45
4503,25,12,16,14,24,45
4504,25,12,16,14,24,45
4505,21,09,16,14,23,45
4506,21,09,16,14,23,45
4507,23,11,19,13,20,45
4508,23,11,19,13,20,45
4509,23,11,19,13,20,45
4510,23,11,19,13,20,45
4511,23,10,23,14,16,45
4512,23,10,23,14,16,45
4513,20,10,25,14,13,45
4514,20,10,25,14,13,45
4515,27,11,23,12,19,45
4516,27,11,23,12,19,45
4517,21,09,22,08,20,45
4518,21,09,22,08,20,45
4519,25,11,18,12,16,45
4520,25,11,18,12,16,45
4521,24,11,19,10,15,45
4522,24,11,19,10,15,45
4523,23,09,18,13,12,45
4524,23,09,18,13,12,45
4525,19,09,23,12,16,45
4526,19,09,23,12,16,45
4527,22,09,21,13,14,45
4528,22,09,21,13,14,45
4529,21,09,22,14,13,45
4530,21,09,22,14,13,45
4531,22,10,21,14,10,45
4532,22,10,21,14,10,45
4533,22,10,24,14,14,45
4534,22,10,24,14,14,45
4535,24,12,20,12,14,45
4536,24,12,20,12,14,45
4537,20,10,27,13,15,45
4538,16,16,21,09,16,45
4539,16,16,21,09,16,45
4540,16,15,22,09,14,45
4541,16,15,22,09,14,45
4542,16,15,23,10,15,45
4543,16,15,23,10,15,45
4544,18,16,20,10,17,45
4545,18,16,20,10,17,45
4546,18,16,21,09,18,45
4547,18,16,21,09,18,45
4548,16,16,22,10,17,45
4549,16,16,22,10,17,45
4550,18,17,22,09,20,45
4551,18,17,22,09,20,45
4552,18,17,20,10,18,45
4553,18,17,20,10,18,45
4554,18,14,23,09,17,45
4555,16,13,28,12,16,45
4556,16,13,28,12,16,45
4557,16,14,28,13,14,45
4558,16,14,28,13,14,45
4559,17,17,32,14,15,45
4560,17,17,32,14,15,45
4561,17,13,29,14,15,45
4562,17,13,29,14,15,45
4563,17,11,28,14,16,45
4564,17,11,28,14,16,45
4565,16,13,29,14,15,45
4566,16,13,29,14,15,45
4567,17,13,29,15,15,45
4568,17,13,29,15,15,45
4569,17,13,29,15,14,45
4570,17,13,29,15,14,45
4571,17,11,29,15,15,45
4572,17,11,29,15,15,45
4573,17,12,29,16,15,45
4574,17,12,29,16,15,45
4575,17,12,30,15,13,45
4576,17,12,30,15,13,45
4577,19,11,25,11,14,45
4578,17,09,23,10,15,45
4579,18,09,19,12,16,45
4580,21,10,20,08,13,45
4581,18,11,21,12,17,45
4582,20,11,24,08,13,45
4583,21,11,20,08,13,45
4584,22,09,21,12,13,45
4585,17,11,25,11,16,45
4586,20,10,23,12,18,45
4587,19,12,24,13,17,45
4588,17,11,21,13,16,45
4589,21,12,19,09,13,45
4590,20,12,23,14,18,45
4591,20,09,22,08,15,45
4592,19,12,24,14,15,45
4593,22,12,20,13,13,45
4594,22,09,23,14,16,45
4595,18,11,25,08,15,45
4596,17,12,19,08,13,45
4597,20,10,23,13,13,45
4598,21,12,25,08,16,45
4599,19,10,22,10,17,45
4600,18,12,19,10,16,45
4601,17,09,28,10,20,46
4602,19,09,27,10,17,46
4603,20,13,27,12,16,46
4604,18,10,28,12,20,46
4605,22,10,25,10,18,46
4606,22,09,29,11,19,46
4607,22,13,25,12,20,46
4608,17,09,27,13,18,46
4609,21,10,27,11,20,46
4610,16,10,27,14,17,46
4611,18,11,23,13,17,46
4612,20,10,21,10,21,46
4613,18,11,19,09,18,46
4614,22,12,23,09,19,46
4615,20,09,23,10,18,46
4616,19,09,22,07,20,46
4617,19,11,19,07,20,46
4618,21,12,22,08,21,46
4619,20,09,23,09,19,46
4620,19,10,22,08,19,46
4621,22,10,23,09,17,46
4622,18,12,21,10,17,46
4623,20,10,19,09,17,46
4624,19,09,23,09,21,46
4625,18,10,28,11,23,46
4626,18,07,23,13,17,46
4627,15,07,24,13,25,46
4628,15,08,24,12,21,46
4629,17,10,28,13,22,46
4630,15,09,27,10,22,46
4631,15,08,26,11,25,46
4632,15,09,21,11,23,46
4633,17,08,21,13,19,46
4634,18,08,21,10,20,46
4635,16,07,22,12,25,46
4636,16,09,23,10,17,46
4637,16,10,24,13,18,46
4638,18,08,27,10,17,46
4639,15,07,25,10,20,46
4640,17,10,21,12,18,46
4641,16,10,26,13,20,46
4642,16,09,22,11,19,46
4643,18,10,22,10,21,46
4644,17,09,25,11,17,46
4645,17,10,26,12,20,46
4646,15,07,25,14,20,46
4647,12,08,23,10,17,46
4648,12,07,24,14,17,46
4649,16,12,25,16,20,46
4650,13,13,24,16,22,46
4651,12,13,21,16,22,46
4652,14,10,21,15,19,46
4653,12,07,25,15,20,46
4654,13,12,21,14,20,46
4655,16,07,25,15,21,46
4656,12,08,23,14,18,46
4657,15,11,25,13,21,46
4658,13,09,21,10,18,46
4659,12,07,21,15,20,46
4660,13,09,21,10,19,46
4661,16,11,21,15,17,46
4662,12,09,25,13,22,46
4663,16,07,24,11,18,46
4664,16,13,23,12,22,46
4665,13,08,24,10,18,46
4666,12,07,22,10,18,46
4667,12,12,25,13,21,46
4668,12,13,22,15,20,46
4669,14,09,22,14,17,46
4670,18,15,27,13,21,46
4671,18,09,29,10,16,46
4672,20,15,24,12,15,46
4673,18,10,26,13,19,46
4674,18,12,24,12,19,46
4675,16,15,25,11,15,46
4676,18,09,29,09,21,46
4677,20,12,23,10,17,46
4678,16,09,26,09,16,46
4679,17,11,29,10,15,46
4680,20,08,24,12,16,46
4681,18,15,29,13,15,46
4682,16,13,25,12,20,46
4683,17,10,24,13,21,46
4684,19,11,29,09,19,46
4685,19,11,29,12,18,46
4686,18,10,26,12,19,46
4687,20,11,25,13,15,46
